mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,genre
-412.95926,138.51984,-19.262383,34.14668,8.975063,-4.2944713,4.1525836,0.8819504,3.0793786,0.122496426,-4.0571847,3.7797232,5.917003,classical
-238.59631,149.78308,-28.872143,28.239666,-0.8014045,-3.9247715,-2.135668,-4.334019,-4.1872807,-3.438998,-5.7715425,-0.12075097,2.519979,classical
-477.97784,155.31071,12.760653,5.525207,2.3770728,-10.652258,-16.648241,-12.547406,-11.190112,-9.378248,-3.21803,-2.767349,-6.4684463,classical
-552.1063,173.36296,26.35445,14.122476,7.259276,-7.08497,-5.859201,-10.342716,-11.022791,-9.200838,-8.827268,-4.9302998,-3.6547005,classical
-437.52524,170.9714,7.386171,-3.1087053,0.77730143,-11.135056,-12.523806,-6.900928,-5.850053,-8.45572,-8.472509,-8.329373,-7.3738,classical
-549.6238,156.95288,6.6107097,34.415283,13.258632,5.755012,5.0514054,-3.0009751,2.0665762,3.0773385,2.016796,3.2401438,5.666261,classical
-374.73544,153.82092,-21.55533,20.830206,7.003569,-3.9481635,-2.5215898,-2.8035054,-4.2827654,-4.4998736,-5.7614007,-4.259625,-3.8435433,classical
-264.05682,142.12021,-51.35426,5.0189214,-20.266205,-17.137808,-16.06992,-20.311367,-15.042228,-9.738146,-8.402028,-11.775308,-6.8804574,classical
-338.7873,190.10437,-16.304815,3.704449,-0.44790414,-8.884474,-10.400301,-16.36604,-13.285849,-10.799826,-8.649679,-8.285074,-4.6188025,classical
-369.13687,171.89467,-27.26967,6.0176663,-0.14046438,-10.669235,-11.915658,-10.193318,-11.368732,-10.511279,-8.377621,-9.789241,-5.0547614,classical
-246.21837,149.44388,-41.973816,11.606412,-10.287585,-4.0184045,-7.1389456,-10.137027,-9.425965,-7.1766233,-3.1531367,-5.6295013,-2.5816011,classical
-283.4352,159.55325,-29.518972,18.540627,-9.879668,-3.4205968,-10.990983,-9.78434,-8.296976,-4.2428293,-2.8664072,-5.9698157,-4.0209274,classical
-393.0342,190.77562,-13.312166,8.263633,1.5518675,-11.080791,-11.24487,-13.998271,-10.620688,-9.390383,-4.6135573,-10.067735,-4.8152575,classical
-299.7918,157.32382,-37.35202,15.766813,-5.7569356,-4.454066,-6.8151817,-10.736592,-9.884846,-8.157444,-5.422234,-7.8400235,-2.730619,classical
-301.92847,57.542442,-59.13327,33.542343,-20.91211,17.741283,-0.64305013,49.023758,19.13011,27.098505,-17.633902,-0.2625496,-3.7518337,classical
-326.31674,85.90871,-42.98692,31.837812,-19.576056,9.992609,-16.461275,10.000379,-8.599359,25.513212,6.5387473,16.400175,3.502858,classical
-251.3183,88.73774,-41.7524,37.908646,-12.024274,21.6241,-5.8539314,25.719711,-5.185972,14.301182,-7.5509515,10.46478,-4.928893,classical
-299.7126,103.67623,-27.657272,51.028336,12.27966,16.508783,-10.941353,-0.89493376,3.8351676,12.960477,-12.398089,2.4647222,5.1784368,classical
-207.37747,117.60778,-41.404255,13.253087,-1.6882399,15.532319,-10.36277,-1.8636898,-12.762173,7.0103326,-0.78136903,2.0718129,-8.264468,classical
-385.7943,128.62302,-26.731682,39.48326,-2.1734622,16.760435,-5.7341957,14.724416,-3.0906632,12.311255,-5.892707,2.792582,3.6800177,classical
-422.60803,89.84974,-18.716208,37.78641,6.01675,4.1617346,-1.9914649,12.111292,4.1678967,13.7912655,2.8296854,5.8862886,6.122228,classical
-203.61938,111.205956,-51.536655,39.485825,-10.562026,11.9137125,-13.181607,15.123319,-7.2917004,13.3770485,-7.313064,3.840409,-3.7820065,classical
-280.7256,122.72235,-14.398866,26.855799,1.351974,5.9942274,-13.104071,3.3753622,-11.5543375,5.1937947,-1.0517685,2.7634668,0.06284391,classical
-287.521,101.73793,-35.369,41.282764,-12.745122,17.284992,-13.978298,16.311884,-5.599028,13.664283,-8.790592,-0.0571059,-13.769377,classical
-378.73932,126.49873,-18.81513,42.87581,-14.305189,25.34269,-14.64103,18.704288,-10.188719,21.10809,4.437038,18.225647,-10.274281,classical
-23.184357,70.25887,3.818911,28.329025,13.76447,5.725915,3.9781454,7.4515557,2.6495175,8.495177,-2.2885163,2.0798767,-3.3781197,country
-8.001198,62.728,-1.4580804,28.115849,9.9723625,9.353735,5.420156,9.825023,3.0283053,8.426978,0.31103766,6.545156,0.7390594,country
-120.72672,79.31613,5.453445,34.812138,16.550335,13.152538,6.2395873,9.984545,-1.9874377,6.7651973,-6.290685,0.27700415,-6.7018785,country
-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.98985845,-0.18847127,7.4250784,-3.6333375,9.545139,-2.9410641,2.4362512,1.9947803,country
-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.4352968,9.372202,-0.404158,7.5194154,-0.98427397,country
-24.692423,62.388386,-7.7689857,28.530289,10.947266,5.6092887,0.03292079,13.834209,3.0137305,9.866081,0.81874436,5.8707213,-1.2669299,country
-23.146042,71.35541,1.3973157,24.47451,16.34997,4.5169725,-3.9798617,18.038275,-3.358467,2.474037,2.9799597,0.83682466,-1.1464859,country
-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.4728951,7.441096,-0.41490942,6.945586,3.6606066,country
-19.72382,76.66849,-4.8497195,32.24758,7.6701546,17.224527,-1.4669178,9.143321,2.7177043,9.111842,-2.6976073,7.5035048,0.33303133,country
12.1632,58.97738,0.91886264,26.749126,9.254704,3.5763056,1.5831509,8.648173,0.97104156,11.62741,-2.1597266,1.1948514,0.47236946,country
-197.73268,106.509026,-4.4345403,37.64394,-0.86065483,-0.95550233,-3.4480147,-0.05124232,-9.299326,-5.1646576,-4.245077,-3.5471113,-1.3499807,country
-199.0945,61.18678,9.970173,23.455229,10.266042,0.021369107,8.005175,1.1249683,-4.8876796,9.501938,-6.344292,3.8612273,1.6283535,country
-141.0231,123.89308,-2.4948008,27.972536,0.012813414,1.216624,-11.020722,-1.3764036,-7.020709,-6.118951,-5.1924863,-2.168428,-4.5938888,country
-126.18547,77.63614,3.165916,19.95085,10.833183,0.72669655,5.2176957,-0.49295214,-0.9993631,5.3890133,-3.735502,-3.5004709,-5.3318467,country
-124.6331,72.52177,16.71368,18.248219,12.224788,8.088155,7.9822283,-0.5219015,2.367466,-0.5643611,-5.5733914,0.538773,-5.067154,country
-116.17638,111.72995,-5.2455125,33.995697,-12.458564,4.2506166,-14.428153,8.494949,-8.19823,-1.3456504,-12.559845,-5.005492,-2.1499324,country
-210.17332,139.61768,-16.979992,58.003025,-9.654812,-1.9645078,-18.001234,-8.207505,-11.778446,-7.882443,0.6071054,-9.965226,-6.466774,country
-171.339,137.35457,7.9645786,28.539564,2.708197,-0.5015101,-2.9561005,-1.1593422,-6.1596603,-2.4005284,-5.853389,-2.1666093,-5.3437123,country
-131.14856,102.99637,-11.533306,17.73964,16.962389,4.435607,1.2965347,3.4184601,-1.4990547,1.6171722,-7.983499,-0.82497555,-8.876752,country
-256.06357,163.10162,-22.872879,26.93337,15.301942,-3.50522,4.2170873,-0.79301673,-9.463186,1.7569615,-4.4230623,-3.6401737,-4.2523346,country
-161.09123,74.70691,22.421598,46.011986,5.2690363,25.11239,-0.5864295,10.375498,-6.830219,5.0498123,-0.76978654,1.402242,-6.0112886,country
-209.38939,167.1398,-20.865452,36.817654,10.305034,3.9740636,-5.6623545,-4.6380916,-6.237971,-4.1778646,-6.688474,-3.2634768,-7.967006,country
-195.12416,114.29301,0.0014298855,38.17855,11.291479,-6.075158,1.2188286,-0.0041930964,-15.420767,-3.5708997,-6.125418,-4.500051,-0.12475671,country
-353.05423,110.632095,32.743378,24.164183,18.746185,5.9248896,-1.7401656,3.8813748,-2.9872541,-1.9034863,-2.8664544,-0.97887456,-6.4891205,country
-199.98285,109.121544,-5.5460243,48.132893,1.2039801,4.5974913,-9.152174,-1.471275,-11.66506,-5.204099,-11.550537,4.9783487,-4.9808197,country
-200.55318,119.65538,-3.604682,31.952965,9.957966,15.293297,0.64860046,0.23646212,-4.4767165,-2.3108823,-5.255605,-2.4737477,-6.048022,country
-194.26962,151.78432,-3.0342522,29.480587,9.101757,5.9855814,3.784445,3.765722,-5.8694096,1.5940248,-3.7664156,0.92959195,1.9723039,country
-100.73443,106.97025,-27.180391,29.091337,5.039497,-5.4290433,3.2457464,-5.1666436,-5.1038218,-0.8067117,-3.8309824,-2.7171006,-6.651432,country
-169.19261,132.80664,-13.484967,31.182266,6.3355885,-3.7656243,-2.0574632,-3.6175504,-4.556713,1.2857977,-6.986225,-7.255016,-1.3873172,country
-171.28873,160.4967,-17.80444,30.512203,7.514744,-8.2560425,-5.670382,0.13195089,-8.836377,-2.6552682,0.7057316,-3.78496,-6.5005155,country
-277.1022,128.25644,42.42859,37.69783,12.780972,9.599223,-5.9831166,-7.538272,-8.034319,-4.9423785,-6.5300474,-3.6279535,-7.2284265,country
-130.4947,104.13707,-19.261398,34.153618,5.413921,-2.166884,-0.72687984,-2.8929856,-5.459535,4.080212,-4.4622407,3.523582,2.1470127,country
-237.99352,97.70346,6.526742,45.977615,2.1547685,16.221973,8.825113,7.767009,-0.59379196,4.4802604,0.14091596,3.021077,-1.6638006,country
-133.3365,78.990364,-5.6506476,35.522865,-7.5477085,7.9280396,2.7298074,0.39645404,-1.13313,-1.1071386,-7.8454437,-1.1711785,-4.814018,country
-153.86736,83.68425,-8.418767,13.969093,13.55185,3.773254,3.0063746,6.347874,2.0667963,2.0754557,3.1952746,-0.47532374,-3.0259306,country
-120.383224,95.348915,-6.0082717,25.16893,20.961815,-7.1399155,8.552629,2.4400122,-14.6636305,9.296396,-2.3618505,-3.1564727,0.6094835,country
-339.7991,97.781006,-9.695911,50.986897,7.8249445,11.747369,0.6847604,2.493835,-4.7754116,0.19351886,-5.9746647,-2.8948967,-6.157009,country
-173.4441,105.05278,1.155317,24.114841,22.12515,2.5424929,-1.5812403,0.17491448,-5.3230443,3.8141825,-4.5238996,-4.5872827,-1.5664961,country
-118.02856,74.16701,8.2881365,15.462522,6.1549687,8.443999,4.118831,5.738997,-1.9503189,3.163911,5.040857,-1.1298937,2.4367032,country
-89.73638,36.286205,11.469535,37.495586,9.199137,3.7405186,2.8403578,6.81154,1.4674554,0.09733825,1.0258602,1.1755474,-3.5642974,country
-102.8967,85.32916,-4.324985,30.583778,3.010156,-1.9592187,4.4452953,3.4205205,-4.253563,-1.7713997,-3.970628,-1.3591872,-3.7630885,country
-111.69471,82.26009,13.068496,31.930077,23.68303,-0.53237927,12.029794,3.6602066,-5.7385216,3.3330355,1.4207492,0.7725829,0.5596443,country
-101.288086,84.139015,7.751808,30.383913,13.85436,11.632601,-0.111759365,-4.9390707,-2.3706596,-1.9748868,-8.18772,2.8250737,0.5467093,country
-101.19903,85.43055,-19.69571,20.584856,9.973624,7.594193,0.104056105,3.405438,0.046411604,1.5777521,-1.450095,-1.2814347,2.1464107,country
-162.72116,119.81048,-2.8799524,20.506132,27.808874,5.485367,6.0409555,1.2045437,-3.6995325,0.3423854,4.411625,-0.4080612,2.4593601,country
-61.2354,71.26333,-17.042137,17.118322,5.0581465,-4.2047887,-1.6676307,1.1733667,-0.854297,4.976347,-1.695669,4.845418,-0.15781678,country
-126.891594,103.492065,-31.892567,58.719326,-1.9583547,-3.130634,-2.9370549,0.36575222,-3.0380836,-0.82976234,5.5851655,-10.142879,0.7323166,country
-165.51901,117.87926,-33.606743,42.62332,-1.384882,3.8313904,7.169803,-7.170014,-1.6314924,0.8754549,-12.514056,2.894263,-12.372037,country
-149.00017,107.24382,11.1901455,26.698795,11.405787,-3.808101,14.028653,-5.892951,-11.049588,2.8112707,-8.445196,3.1889074,-0.7737128,country
-109.98737,134.74861,-24.026144,19.394617,-4.407176,-4.8148885,-7.800573,-0.3937005,-5.4159317,-2.9570003,0.78146684,-4.776981,-0.17221723,country
-143.12674,121.898,-13.34437,47.777847,-12.660497,23.372252,-10.994922,18.8561,-13.706635,15.950975,-11.356477,10.2887,-6.002485,country
-204.71436,121.91577,-17.742798,46.3246,-1.7955848,17.031994,-14.699761,14.667406,-19.3929,10.903635,-13.47471,1.2002158,-6.2130065,country
-265.27585,138.85979,6.1417327,47.49592,-2.3968022,21.038162,4.0860734,17.653969,-12.02991,15.491059,-1.1331512,7.8893595,0.49858156,country
-84.74407,100.98661,-16.020493,51.761948,-17.082294,22.577103,-20.299927,18.914927,-19.492682,15.328484,-17.741413,8.583118,-15.000552,country
-175.0163,115.70678,5.106449,58.160652,-3.3279543,29.664284,-10.028762,19.65578,-16.30351,13.737743,-8.81984,7.2240396,-8.89276,country
-82.962616,122.53281,-16.658556,40.01591,-15.007229,21.670378,-18.256283,18.361864,-17.988773,16.991611,-16.039673,8.533731,-8.706783,country
-164.79193,123.42043,4.2346554,48.78873,-5.151332,22.84455,-7.8052983,19.294298,-11.024413,21.256271,-9.740571,5.1541314,-6.1411104,country
-137.88376,121.523895,-13.26719,43.318726,-10.709389,17.858778,-7.9495444,9.089492,-19.792675,9.440965,-19.59838,6.907874,-12.543895,country
-101.38996,120.45385,-0.4065886,49.042423,-15.863627,19.873766,-13.09437,18.574188,-15.706969,15.254118,-5.9068437,6.647349,-10.359329,country
-185.1138,120.50994,29.717457,56.400288,-3.0346622,22.222614,-10.344739,20.05401,-13.685049,9.170437,-6.4285364,3.2967808,-8.737772,country
-178.51938,130.13269,12.088971,47.051086,2.6224906,24.094349,-4.627712,22.772083,-10.941142,13.539126,-6.8097224,8.71216,-6.0909204,country
-186.39238,135.86008,5.928499,45.8605,-5.7662764,22.786793,-13.002946,17.122374,-13.756379,9.734512,-8.368887,6.659228,-9.09154,country
-94.09417,109.16863,-11.84995,41.56547,-19.475983,23.831955,-19.935585,20.374748,-17.28199,16.585613,-10.199127,9.392066,-10.051931,country
-185.4226,118.46735,17.79529,48.887688,-2.1608062,21.370108,-9.001162,20.535988,-11.416627,9.282178,-5.4816723,5.754808,-2.9795716,country
-217.74222,128.3469,-7.513694,39.265003,-2.5556235,18.173012,-15.166711,16.770924,-15.265888,4.899212,-6.5137625,2.8973584,-11.506306,country
-250.87863,163.09831,-3.8807108,30.153528,5.5764227,7.4960384,4.0248203,-2.1106052,-5.470411,-1.0583411,-9.981245,1.8183817,-8.760416,country
-102.51608,135.7217,-46.895443,32.746296,-11.16036,23.465744,-9.766421,16.901648,-11.685101,13.207406,-7.183144,4.735628,-8.202425,country
-328.72546,167.05113,12.98839,28.820633,11.246061,14.426724,11.705958,7.8041215,-11.729083,2.385381,-8.347571,-3.857314,-6.7459245,country
-229.4689,157.31282,-16.762049,31.879862,-0.11036951,16.656443,1.3551719,12.223305,-3.862505,6.8392315,-4.2632265,1.337568,-5.8956633,country
-217.16394,136.1694,-10.362346,51.38904,2.6122367,15.1277895,-0.6809201,12.287425,-6.2264233,7.8023224,-5.4090786,3.6247036,-2.807217,country
-99.32007,117.56864,-29.88463,40.83229,-15.263143,27.98068,-11.955397,13.331403,-11.367625,10.538834,-8.748048,8.41087,-6.8442154,country
-185.85666,155.29944,-25.034077,20.532516,-3.8348439,-0.60029304,-4.568851,-5.914592,-16.53805,-0.45218396,-16.302252,-4.213608,-16.815842,country
-96.28298,131.92026,-26.322138,35.982155,-22.80771,14.489158,-11.834168,11.80155,-21.218061,11.527786,-12.925014,7.1762304,-13.93854,country
-167.00983,132.44344,-17.294891,46.932304,-3.6503565,20.946672,-8.830444,8.546585,-15.151556,8.105514,-16.944103,6.6470175,-10.924017,country
-207.27617,130.94698,-18.496767,33.299126,-3.9221637,15.393467,-6.383,2.951952,-16.786156,7.0848484,-8.59407,4.7956495,-12.250599,country
-60.84931,105.47066,-16.914595,40.70118,-15.038137,36.0463,-12.818773,17.483316,-16.755318,11.757576,-10.130225,13.194359,-12.209436,country
-183.97171,159.81995,-23.17131,43.053974,-9.468154,8.831391,-1.6515099,4.351795,-13.370459,0.8398633,-13.976324,1.4428531,-7.390412,country
-118.23319,152.94319,-46.513092,31.120495,-17.286913,6.277332,-3.6798625,13.048771,-13.126937,15.706044,-13.076928,5.701762,-10.694594,country
-302.58182,150.15967,-3.7027957,26.923807,-0.26331607,13.522552,7.2485633,4.217868,1.7668283,6.563311,-0.4889705,7.8965797,1.32933,country
-229.1472,180.35635,4.5209055,24.184402,1.110934,3.9924355,-5.9960327,1.8722159,-13.136269,0.004707171,-13.499958,1.5836843,-13.435797,country
-100.95596,111.60762,-13.152134,44.59755,-5.9610386,29.337101,-7.956897,19.591026,-22.446842,17.270527,-17.831654,11.408343,-12.451892,country
-74.1483,107.63804,-21.198166,47.234455,-5.976316,17.812094,-20.399551,14.992423,-15.965242,15.734073,-14.664024,10.681491,-10.128547,country
-68.62351,101.354126,-16.908741,51.526352,-10.228339,20.050034,-21.784996,15.524762,-18.795237,16.359055,-17.893854,12.126649,-13.205329,country
-148.55994,141.2805,-15.883042,44.655067,0.9918708,13.662192,-13.240343,12.651497,-11.702235,12.159911,-10.476022,9.908224,-5.0558124,country
-80.23639,108.186485,-23.827435,52.60141,-6.424085,15.064198,-17.635906,9.739016,-16.176489,8.906126,-15.964033,8.001828,-10.704085,country
-146.04881,124.6481,-17.922836,49.225048,-0.17947538,22.789757,-7.1734576,16.74798,-9.723663,15.444623,-7.621331,10.908756,-3.4551363,country
-122.427414,111.48314,-13.694294,53.82841,-2.6777656,19.67755,-14.138923,13.743675,-14.016459,14.626713,-13.9932165,9.218205,-10.559242,country
-170.90068,124.81326,-19.262194,39.2072,-3.7551057,15.289897,-12.972992,8.530165,-11.833667,11.321371,-13.773081,3.102464,-10.078784,country
-121.94322,123.237656,-8.495369,51.596375,-0.10351304,20.407,-11.87541,16.275984,-11.508768,11.847224,-8.085656,9.13035,-8.638808,country
-205.14923,140.98761,-8.957964,36.979443,6.4254427,14.875375,-4.3181176,12.232446,-11.431657,11.850926,-7.9033823,9.912311,-2.3516498,country
-91.68523,115.86115,-30.20095,52.273148,-5.025164,16.953514,-15.656589,13.539407,-12.762941,15.969128,-11.969896,11.058928,-9.962004,country
-193.78868,125.56074,-20.924124,46.338,-2.685432,12.833367,-6.6019344,10.727056,-10.907483,6.109273,-9.442732,5.1639466,-3.658497,country
-50.77633,96.71716,-24.326113,66.076126,-14.680636,24.391264,-21.017485,12.469586,-18.131817,13.267167,-12.802163,9.798451,-11.344081,country
-213.60236,117.2127,-21.871769,45.657654,-10.274458,5.0603156,-11.910965,5.567856,-17.804632,0.18699972,-14.165857,-1.1532573,-10.306384,country
-104.37176,136.39383,-20.940239,52.86117,2.025889,20.42771,-11.619367,17.663803,-15.735388,11.049825,-11.3204365,3.6714113,-6.4964943,country
-124.83957,127.38223,-23.38181,47.360462,0.56311065,15.991255,-9.954187,16.180136,-16.72955,6.785199,-8.187069,3.2049851,-1.5920393,country
-69.88548,124.21146,-32.470196,47.69471,1.3983787,22.61767,-8.754297,21.44351,-15.66597,15.7432,-12.427222,9.581969,-9.056125,country
-148.44179,126.859146,-19.540855,52.85061,8.579708,17.89102,-8.081844,17.78146,-15.505312,13.504546,-10.957894,9.476343,-1.924605,country
-139.62306,128.79353,-20.24936,49.443615,-2.1603606,16.988024,-8.355296,9.8182955,-20.150694,2.501784,-11.247767,3.766037,-6.4246874,country
-42.16572,106.27832,-24.220884,44.671467,-12.33506,20.518545,-16.044445,18.488562,-18.78101,15.5109005,-15.4647255,8.930742,-9.987847,country
-111.17791,94.0352,12.515315,16.740261,8.181678,15.667253,-1.3758587,7.0394297,0.97360945,-1.4805396,-3.0693026,-5.068189,-3.6841273,disco
-28.934706,51.971786,-7.610495,21.605564,8.12836,18.120981,6.8754973,6.5840025,0.7281347,11.147646,-1.8413448,1.6686252,-2.6266403,disco
-53.18525,57.17846,21.168882,11.324465,18.122362,1.6665679,0.34381622,2.3195996,-5.109741,2.7499394,3.1528792,-5.519139,-3.1672285,disco
-44.234295,52.219402,3.3025827,43.808002,12.616858,24.422096,4.970884,15.33408,2.0627646,10.375376,-1.5161041,8.84058,0.42485905,disco
-83.583496,64.47946,5.655918,2.7011647,0.7903161,6.1708026,1.892269,1.9798596,-1.816445,1.8574665,2.459876,-0.22793385,2.9555101,disco
-24.691769,73.7432,-11.558471,28.394289,6.2409563,2.465622,8.6340885,12.309108,-4.102859,13.385866,1.9154304,-0.97336847,0.6083647,disco
-14.574395,65.21034,-19.872639,31.508326,-4.8264484,11.862319,9.994609,5.9573913,-3.8033698,9.377889,-4.387916,3.339541,-4.444171,disco
-53.44801,56.161034,-6.3209867,31.619057,4.6533747,16.347412,4.1198163,1.8823282,-0.38823873,2.495932,-0.5415109,0.9562786,0.49564818,disco
-32.467175,65.00107,-26.697556,30.282536,5.7431283,11.739748,-2.1584125,10.449982,-2.361821,5.3235164,-3.8081305,-0.8611962,-0.1878253,disco
-68.970566,63.131035,-15.854861,28.00219,8.1834755,7.321166,-4.936118,9.494793,-0.9736147,-1.6035987,-6.1901298,-3.9367528,-1.171013,disco
-6.7841387,61.12633,-16.656654,27.431992,7.7223644,16.008894,4.6347065,11.4495,0.33629203,9.832176,3.1856217,5.025588,-1.8622084,disco
-41.327946,62.794346,7.325327,12.125494,6.3566365,9.265047,3.0930905,13.867353,0.16360408,8.0671015,-2.697001,-7.219517,-3.2453783,disco
-57.66927,68.38035,-15.251752,23.414114,14.855438,13.172661,2.1979194,12.811309,0.061214767,12.777958,0.039405752,3.3698213,0.8151105,disco
-40.070427,56.209106,23.679754,31.92545,2.4516678,2.5737195,-2.4787798,3.092059,1.8828639,3.3509662,0.00014273818,-1.5209646,-2.4554946,disco
-23.927662,61.220757,-0.9586992,25.331013,0.39423466,6.0302544,2.4890816,6.189192,-0.3292669,9.696876,-5.5078354,1.061818,-2.4369648,disco
-46.826416,103.7258,22.146416,9.233178,2.2635014,-4.791668,4.809458,0.9585231,-9.410542,-1.0655137,-0.8630862,-5.27438,-1.7578694,disco
-36.030983,83.65931,-2.7294111,32.392513,9.196342,4.1342163,0.03383908,11.114395,-2.8908205,7.905869,0.61443704,3.6502342,3.7515378,disco
-98.156845,92.40119,2.6636734,19.337896,3.586051,-1.7657076,-1.7049835,-3.1714423,-9.09204,-4.0804567,-5.1855764,-5.48785,-4.233516,disco
-73.150406,71.752396,12.095572,1.3943439,4.529426,10.863227,3.870923,0.9386611,-5.9797716,9.034468,-2.3677688,3.5552127,-0.14264001,disco
-95.10371,109.35317,-30.161179,16.358658,20.03973,11.962816,3.48553,6.1739693,5.2001824,8.620757,0.34259653,0.38362703,0.53627163,disco
-103.961624,105.80915,-14.325732,36.73847,-10.348668,16.81085,-6.8228097,8.140346,-4.461959,0.98826367,-10.006155,0.38354298,-1.7078525,disco
-115.13256,70.425385,31.242792,11.176329,13.06419,3.867458,1.8087032,4.9707108,-1.0388263,3.9260278,-1.2926351,-0.6884155,-1.0751352,disco
-71.94239,46.88916,21.026213,29.95096,9.497894,2.4052784,8.244612,2.5142548,-2.1629694,0.43971246,-0.23318739,-1.5565153,-3.6136649,disco
-32.173412,60.033607,3.3775673,18.969069,4.3263345,0.68113494,-2.0263913,1.3316941,-4.64699,3.7893417,-6.734154,-4.892331,-2.3437293,disco
-69.599335,83.05957,-16.599524,0.119469374,7.4157043,0.7696189,1.337008,4.6906857,-1.4208715,3.328473,-2.8755643,-8.202937,-5.765528,disco
-124.19868,90.16968,-11.312608,10.940362,-1.1521437,-3.7543972,-0.8530474,-3.840254,-3.7089515,-0.26702476,-5.8232455,-3.4306006,-4.625741,disco
-68.09459,66.36573,11.869311,21.982038,9.769293,6.6966743,1.6115297,3.8194947,0.95873666,4.773914,-4.2044983,-0.05883123,-1.2347757,disco
-155.63733,60.568497,23.166864,31.186348,25.054384,16.906994,9.43836,8.449133,5.317451,6.5566573,5.7627544,3.9231863,7.5597153,disco
-20.481245,53.708107,5.945927,10.153068,17.057161,9.541378,4.6119027,6.398941,-0.3333011,1.7238895,3.6845264,-0.77463186,-5.887973,disco
-59.006565,68.87012,-8.457222,3.5900607,5.072522,3.284628,13.525487,-1.3692732,1.6712126,3.712645,-3.715991,-0.31718877,-2.8357637,disco
-40.729237,63.947403,4.90489,16.340809,12.100067,9.339081,4.540618,5.1896324,-0.58943725,-0.06985197,2.9546144,-1.4821671,-1.7598724,disco
-66.56881,58.310627,-8.179027,15.493415,5.5751886,7.6971626,4.071543,-3.583531,-1.3218851,1.6088259,-5.4825335,-3.73455,-3.2398586,disco
-123.20344,86.96168,-22.495188,6.9312387,8.458765,12.637701,-0.85900456,-0.8323711,-3.262091,2.6230345,-0.7835581,-0.42596033,-3.8292584,disco
-57.800613,86.53878,-11.776967,38.7768,2.375864,8.829936,-1.2931184,9.917737,-1.6644962,9.836173,3.0134122,7.5246854,1.7179295,disco
-65.79326,52.831802,16.578833,12.54698,5.604338,8.383382,-0.6104741,-0.6237842,-4.082043,0.6868591,-7.787457,-1.8914621,-7.2499976,disco
-51.8135,55.668415,11.39662,7.4714856,12.000198,6.2591653,4.35697,4.3104258,-5.940892,0.565794,3.599389,-2.388708,-5.823012,disco
-23.558338,57.343533,7.011987,16.525126,5.500359,11.859777,1.6749339,5.4618583,2.755229,7.3391504,1.9634923,1.2612275,-2.3459413,disco
-26.568245,52.047867,4.177975,12.859308,16.740139,10.133737,4.47516,6.3269105,1.1580266,0.6461885,4.612163,2.143196,-3.3678746,disco
-77.395744,52.15557,-8.997961,12.852356,8.566091,2.892013,8.930743,4.013753,-7.3446417,-2.260518,0.9621686,-1.0486537,-3.7624762,disco
-107.36452,91.02147,-8.338967,34.284462,-1.9262822,3.7966006,10.531457,5.561392,6.9440746,4.7774057,0.6849834,-3.8546646,-2.5791147,disco
-78.35118,80.074615,-9.1673765,25.477053,-3.3905444,16.8094,7.2707057,1.818662,0.49557424,6.320318,1.4938977,2.1636302,0.65810484,disco
-122.06817,116.81796,28.333023,24.729452,10.94623,-1.8944625,-1.4049608,-0.9484211,-3.5381525,-2.6139371,-1.1199348,-4.180541,-2.552188,disco
-62.305237,92.054,-19.720612,17.629362,-3.1775432,5.41975,-4.000616,8.885712,-2.4901588,3.1609385,-0.5298751,-1.4906911,1.2983328,disco
-62.788113,77.8459,3.535339,26.012875,5.932444,11.292923,11.104592,-1.9596616,1.8299742,9.186841,4.068377,0.9767576,5.618282,disco
-71.24206,97.72146,-18.355276,8.578153,5.2020397,-0.9389216,0.4680155,1.6290964,-4.778091,0.06490768,-0.5487089,-4.452,-5.314456,disco
-81.29733,106.4762,-9.534991,17.970007,3.0110774,8.301614,3.893875,4.2491026,-3.7393968,-2.0785427,-2.2060983,-4.5875278,-1.1600446,disco
-125.69445,101.78628,-17.488695,33.67749,-15.244758,23.698763,-8.658021,18.546085,-14.059921,19.96296,-15.148184,12.975601,-14.307979,disco
-280.90808,120.8154,-37.612255,28.736147,-10.789445,-6.406519,-13.808621,-4.0625076,-14.859974,4.7919674,-20.17432,-5.09395,-6.792036,disco
-105.02068,80.22214,-41.111576,54.02576,-8.379423,25.721205,-12.471842,28.713755,-15.008993,15.610892,-7.6170635,12.414465,-7.3685246,disco
-45.132004,98.671646,-24.668423,40.512596,-18.104605,26.115303,-12.69484,13.988503,-15.421142,16.17926,-14.377716,8.140356,-11.939819,disco
-45.80532,101.7401,-32.078636,34.265602,-17.547403,32.327187,-15.645263,22.041264,-16.110876,18.677486,-13.079386,16.47522,-9.913809,disco
-77.198685,89.36663,-34.23228,38.68127,-22.269873,31.254671,-16.385426,22.344227,-16.015026,19.283667,-13.230427,16.72414,-10.393917,disco
-70.51619,90.476006,-48.086514,36.67485,-17.666039,21.603977,-30.186953,24.03991,-20.447666,14.48298,-18.503065,9.126517,-12.047067,disco
